443	February 14, 2013, 06:11:55 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
2909	February 14, 2013, 01:20:27 am	Events: EU	Re: FG Siege Event(Taking Applications) 
443	February 10, 2013, 12:10:40 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	February 09, 2013, 01:51:10 pm	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
2976	February 08, 2013, 09:38:43 am	Regiments	Re:  3rd Royal Scots Regiment of Footguards [Recruiting NA Players]
443	February 08, 2013, 05:59:45 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	February 08, 2013, 02:31:13 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	February 08, 2013, 12:53:50 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	February 07, 2013, 03:34:36 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	February 07, 2013, 12:09:41 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	February 06, 2013, 11:17:17 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	February 04, 2013, 12:15:34 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
1588	February 01, 2013, 12:47:02 pm	Events: EU	Re: Thursday North American Public Linebattle
443	January 31, 2013, 11:00:01 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	January 31, 2013, 03:48:25 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	January 30, 2013, 03:47:03 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
2663	January 28, 2013, 12:45:07 am	Community	Re: Community Representative Applications
2663	January 27, 2013, 11:51:09 pm	Community	Re: Community Representative Applications
443	January 27, 2013, 11:41:18 pm	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
2645	January 27, 2013, 09:28:55 pm	Forum &amp; Website	Re: The community deserves better
443	January 27, 2013, 07:18:30 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	January 27, 2013, 01:20:12 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
187	January 26, 2013, 03:59:29 am	Regiments	Re: 89th Royal Guard (Recruiting Mature NA Players)
1588	January 26, 2013, 01:40:28 am	Events: EU	Re: Thursday North American Public Linebattle [Temporarily open]
1588	January 26, 2013, 01:16:02 am	Events: EU	Re: Thursday North American Public Linebattle [Temporarily open]
1588	January 25, 2013, 08:48:04 pm	Events: EU	Re: Thursday North American Public Linebattle [Temporarily open]
2543	January 25, 2013, 08:20:00 pm	Events: EU	Re: FG Linebattle Events (Wednesday) 
2391	January 23, 2013, 03:02:50 am	Regiments	Re: The Prussian Army &quot;An army of Prussian regiments that serve Prussia&quot;
443	January 21, 2013, 03:24:15 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	January 21, 2013, 01:26:52 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	January 20, 2013, 01:47:53 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	January 18, 2013, 06:35:59 pm	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
2383	January 18, 2013, 06:30:32 pm	Media	2nd Coldstream Regiment Youtube Page [North American]
443	January 18, 2013, 03:20:12 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	January 18, 2013, 12:50:03 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	January 18, 2013, 12:41:37 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	January 17, 2013, 10:41:32 pm	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	January 17, 2013, 09:56:03 pm	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
2228	January 17, 2013, 07:30:03 pm	The Mess Hall	Re: What's hiding behind your Ctrl-V?
443	January 17, 2013, 06:22:06 pm	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	January 17, 2013, 05:13:35 pm	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	January 16, 2013, 03:00:42 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	January 12, 2013, 07:23:44 pm	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	January 09, 2013, 03:18:58 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	January 07, 2013, 12:36:06 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	January 05, 2013, 09:46:13 pm	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
2012	January 05, 2013, 06:52:14 am	Regiments	Re: 14th Regiment of Footguards &quot;Iron Guards&quot;
443	January 03, 2013, 10:36:49 pm	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	January 02, 2013, 10:24:05 pm	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	December 31, 2012, 10:52:31 pm	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	December 26, 2012, 10:37:33 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	December 25, 2012, 09:13:03 pm	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	December 21, 2012, 02:25:47 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	December 21, 2012, 12:00:02 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
1588	December 20, 2012, 09:11:10 pm	Events: EU	Re: Thursday North American Public Linebattle
443	December 20, 2012, 01:31:11 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	December 17, 2012, 04:10:29 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	December 17, 2012, 01:08:44 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	December 15, 2012, 07:08:14 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
443	December 15, 2012, 12:46:08 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
1356	December 13, 2012, 02:07:19 am	Regiments	Re: 15y Keivskiy Grenaderskiy Polk [NA] (Recruiting Mature NA Players)
1275	December 12, 2012, 05:46:19 pm	Community	Re: Glory's signatures
1275	December 11, 2012, 08:52:19 pm	Community	Re: Glory's signatures
1275	December 11, 2012, 05:32:09 am	Community	Re: Glory's signatures
1275	December 11, 2012, 04:33:31 am	Community	Re: Glory's signatures
443	December 10, 2012, 10:57:08 pm	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
1275	December 10, 2012, 04:11:05 pm	Community	Re: Glory's signatures
1275	December 08, 2012, 05:49:23 pm	Community	Re: Glory's signatures
443	December 07, 2012, 04:53:46 am	Regiments	Re: 2nd Coldstream Regiment of Footguards [Recruiting NA Players]
